Name,Date_of_Birth,Place_of_Birth,Date_of_Death,Place_of_Death,Name_of_Spouse,Date_of_Marriage,Date_of_Divorce,Number_of_Marriage,Number_of_Divorce,Number_of_Children,Marriages_End_in_Death,Date_of_Birth_Spouse,Place_of_Birth_Spouse,Date_of_Death_Spouse,Place_of_Death_Spouse,Number_of_Marriage_Spouse,Number_of_Divorce_Spouse,Number_of_Children_Spouse,First_Marriage,Sex,Age,Age_at_Marriage,Age_at_Divorce,Age_of_Spouse,Age_at_Marriage_Spouse,Age_at_Divorce_Spouse,Duration_of_Marriage,Age_Difference,Number_of_Roles,Profession,Spouse_is_Celebrity,Married,Divorced,Alive_or_Dead,Alive_or_Dead_Spouse,Latitude,Longitude,Latitude_Spouse,Longitude_Spouse,Distance
Claude Russell Bridges,1942-04-02,"Lawton, Oklahoma, U.S.",2016-11-13,"Nashville, Tennessee, U.S.",Mary McCreary ​,1975-01-01,1980-01-01,2.0,1.0,6.0,0.0,,,,,,,,0,M,74.0,33.0,38.0,,,,5.0,,3,"musician, writers, singer",0,1,1,1,0,34.6035669,-98.39592909999999,,,
Jeremy Shada,1993-01-21,,,,Carolynn Rowland​ ​,2020-01-01,,1.0,0.0,,0.0,,,,,,,,0,M,30.0,27.0,,,,,3.0,,3,"musician, writers, singer",0,1,0,0,0,,,,,
Blake Tollison Shelton,1976-06-18,"Ada, Oklahoma, U.S.",,,Kaynette Gern​ ​,2003-01-01,2006-01-01,3.0,2.0,,0.0,,,,,,,,0,M,47.0,27.0,30.0,,,,3.0,,3,"musician, writers, singer",0,1,1,0,0,34.774531,-96.6783449,,,
Michael Kenji Shinoda,1977-02-11,"Panorama City, Los Angeles, California U.S.",,,Anna Hillinger ​,2003-01-01,,1.0,0.0,3.0,0.0,,,,,,,,0,M,46.0,26.0,,,,,20.0,,3,"musician, writers, singer",0,1,0,0,0,34.227617,-118.442425,,,
Francis Wayne Sinatra,1944-01-10,"Jersey City, New Jersey, U.S.",2016-03-16,"Daytona Beach, Florida, U.S.",Cynthia McMurry​ ​,1998-01-01,2000-01-01,1.0,1.0,4.0,0.0,,,,,,,,0,M,72.0,54.0,56.0,,,,2.0,,3,"musician, writers, singer",0,1,1,1,0,40.7177545,-74.0431435,,,
Bruce Springsteen,1949-09-23,"Long Branch, New Jersey, U.S.",,,Julianne Phillips​ ​,1985-01-01,1989-01-01,2.0,1.0,3.0,0.0,1960-05-06,"Evanston, Illinois, U.S.",,,1.0,1.0,,1,M,74.0,36.0,40.0,63.0,25.0,29.0,4.0,11.0,3,"musician, writers, singer",0,1,1,0,0,40.30427780000001,-73.9923596,42.0450722,-87.68769689999999,1161.175646784478
Stanley Bert Eisen,1952-01-20,"New York City, U.S.",,,Pamela Bowen​ ​,1992-01-01,2001-01-01,2.0,1.0,4.0,0.0,,,,,,,,0,M,71.0,40.0,49.0,,,,9.0,,3,"musician, writers, singer",0,1,1,0,0,40.7127753,-74.0059728,,,
Lane Toran Caudell,1982-10-15,"Los Angeles, California, U.S.",,,Jaclyn Michelle Betham,2012-01-01,2020-01-01,1.0,1.0,,0.0,,"Long Beach, California, U.S.",,,,,,0,M,41.0,30.0,38.0,,,,8.0,,3,"musician, writers, singer",1,1,1,0,0,34.0549076,-118.242643,33.7700504,-118.1937395,31.99453560666231
Samuel Tsui,1989-05-02,"Blue Bell, Pennsylvania",,,Casey Breves ​,2016-01-01,,1.0,0.0,1.0,0.0,,,,,,,,0,M,34.0,27.0,,,,,7.0,,3,"musician, writers, singer",0,1,0,0,0,40.1523309,-75.26628900000001,,,
Steven Victor Tallarico,1948-03-26,"New York City, U.S.",,,Kathleen Victoria Hetzekian,1978-01-01,1987-01-01,2.0,2.0,4.0,0.0,1952-02-22,"Santa Monica, California, U.S.",2002-09-07,"New York City, U.S.",3.0,2.0,1.0,0,M,75.0,30.0,39.0,50.0,26.0,35.0,9.0,4.0,3,"musician, writers, singer",1,1,1,0,1,40.7127753,-74.0059728,34.0194543,-118.4911912,3958.0516466547047
Keith Lionel Urbahn,1967-10-26,"Whangārei, Northland, New Zealand",,,Nicole Mary Kidman,2006-01-01,,1.0,0.0,2.0,0.0,1967-06-20,"Honolulu, Hawaii, U.S.",,,2.0,1.0,4.0,0,M,56.0,39.0,,56.0,39.0,,17.0,0.0,3,"musician, writers, singer",1,1,0,0,0,-35.7274938,174.3165604,21.3098845,-157.8581401,6986.2878057285425
Edward Louis Severson III,1964-12-23,"Evanston, Illinois, U.S.",,,Beth Liebling​ ​,1994-01-01,2000-01-01,2.0,1.0,2.0,0.0,,,,,,,,0,M,59.0,30.0,36.0,,,,6.0,,3,"musician, writers, singer",0,1,1,0,0,42.0450722,-87.68769689999999,,,
Travis Vengroff,1987-01-01,"Centerport, U.S.",,,Kaitlin Statz ​,2016-01-01,,1.0,0.0,,0.0,,,,,,,,0,M,36.0,29.0,,,,,7.0,,3,"musician, writers, singer",0,1,0,0,0,40.8991963,-73.3678388,,,
Gerard Arthur Way,1977-04-09,"Summit, New Jersey, U.S.",,,Lindsey Ballato ​,2007-01-01,,1.0,0.0,1.0,0.0,,,,,,,,0,M,46.0,30.0,,,,,16.0,,3,"musician, writers, singer",0,1,0,0,0,40.7146376,-74.3646122,,,
Luis Alberto Spinetta,1950-01-23,"Buenos Aires, Argentina",2012-02-08,"Buenos Aires, Argentina",Patricia Salazar​ ​,1976-01-01,1995-01-01,1.0,1.0,4.0,0.0,,,,,,,,0,M,62.0,26.0,45.0,,,,19.0,,3,"musician, writers, singer",0,1,1,1,0,-34.6036844,-58.3815591,,,
Nicholas Edward Cave,1957-09-22,"Warracknabeal, Victoria, Australia",,,Viviane Carneiro​ ​,1990-01-01,1996-01-01,2.0,1.0,4.0,0.0,,,,,,,,0,M,66.0,33.0,39.0,,,,6.0,,3,"musician, writers, singer",0,1,1,0,0,-36.2531333,142.3950063,,,
Darren Stanley Hayes,1972-05-08,"Brisbane, Queensland, Australia",,,Colby Taylor​ ​,1994-01-01,2000-01-01,2.0,2.0,,0.0,,,,,,,,0,M,51.0,22.0,28.0,,,,6.0,,3,"musician, writers, singer",0,1,1,0,0,-27.4704528,153.0260341,,,
Daniel Paul Johns,1979-04-22,"Newcastle, New South Wales, Australia",,,Natalie Jane Imbruglia,2003-01-01,2008-01-01,1.0,1.0,,0.0,1975-02-04,"Sydney, New South Wales, Australia",,,1.0,1.0,1.0,1,M,44.0,24.0,29.0,48.0,28.0,33.0,5.0,4.0,3,"musician, writers, singer",1,1,1,0,0,-32.9282712,151.7816802,-33.8688197,151.2092955,117.30781852547034
Stevie Nicholson,1983-12-30,"Hobart, Australia",,,Tanika Anderson ​,2019-01-01,,1.0,0.0,1.0,0.0,1994-01-08,"Bangkok, Thailand",,,1.0,0.0,1.0,1,M,40.0,36.0,,29.0,25.0,,4.0,11.0,3,"musician, writers, singer",0,1,0,0,0,-42.8826055,147.3257196,13.7563309,100.5017651,7897.46409340782
Guy Theodore Sebastian,1981-10-26,"Klang, Selangor, Malaysia",,,Jules Egan ​,2008-01-01,,1.0,0.0,2.0,0.0,,,,,,,,0,M,42.0,27.0,,,,,15.0,,3,"musician, writers, singer",0,1,0,0,0,3.044917,101.4455621,,,
Emin Araz oğlu Ağalarov,1979-12-12,"Baku, Azerbaijan SSR, USSR",,,Leyla Aliyeva​ ​,2006-01-01,2015-01-01,2.0,2.0,4.0,0.0,1984-07-03,"Moscow, Russian SFSR, Soviet Union",,,1.0,1.0,3.0,1,M,44.0,27.0,36.0,39.0,22.0,31.0,9.0,5.0,3,"musician, writers, singer",0,1,1,0,0,40.40926169999999,49.8670924,55.755826,37.6173,1927.390358555595
Shayan Chowdhury Arnob,1978-01-27,"Dhaka, Bangladesh",,,Sahana Bajpaie​ ​,2000-01-01,2008-01-01,2.0,1.0,,0.0,,"Santiniketan, West Bengal, India",,,1.0,,1.0,0,M,45.0,22.0,30.0,,,,8.0,,3,"musician, writers, singer",0,1,1,0,0,23.804093,90.4152376,23.6776471,87.6852323,278.22508009551456
Ayub Bachchu,1962-08-16,"Patiya, Chittagong, Bangladesh",2018-10-18,"Dhaka, Bangladesh",Ferdous Akhtar Chondona​ ​,1991-01-01,,1.0,0.0,1.0,0.0,,,,,,,,0,M,56.0,29.0,,,,,27.0,,3,"musician, writers, singer",0,1,0,1,0,22.3752075,91.8348606,,,
Kabir Bakul,,Chandpur District,,,Dinat Jahan Munni ​,1997-01-01,,1.0,0.0,,0.0,,,,,,,,0,M,,,,,,,26.0,,3,"musician, writers, singer",0,1,0,0,0,23.2513148,90.8517846,,,
Mahbubul Haque Khan,1950-02-28,"Dhaka, East Pakistan (Now in Dhaka, Bangladesh)",2011-06-05,"Dhaka, Bangladesh",Sahida Begum​ ​,1981-01-01,1993-01-01,1.0,1.0,3.0,0.0,,,,,,,,0,M,61.0,31.0,43.0,,,,12.0,,3,"musician, writers, singer",0,1,1,1,0,23.8103308,90.4124933,,,
Tahsan Rahman Khan,1979-10-18,,,,Rafiath Rashid Mithila​ ​,2006-01-01,2017-01-01,1.0,1.0,1.0,0.0,1984-05-25,,,,2.0,1.0,1.0,1,M,44.0,27.0,38.0,39.0,22.0,33.0,11.0,5.0,3,"musician, writers, singer",0,1,1,0,0,,,,,
Andrew Kishore Kumar Baroi,1955-11-04,"Rajshahi, East Pakistan (present-day Bangladesh)",2020-07-06,"Rajshahi, Bangladesh",Lipika Andrew Eti ​,1988-01-01,,1.0,0.0,2.0,0.0,,,,,,,,0,M,65.0,33.0,,,,,32.0,,3,"musician, writers, singer",0,1,0,1,0,24.3746497,88.60036649999999,,,
Zdravko Čolić,1951-05-30,"Sarajevo, PR Bosnia and Herzegovina, FPR Yugoslavia",,,Aleksandra Aleksić ​,2001-01-01,,1.0,0.0,2.0,0.0,,,,,,,,0,M,72.0,50.0,,,,,22.0,,3,"musician, writers, singer",0,1,0,0,0,43.8562586,18.4130763,,,
Semir Cerić,1963-05-23,"Sarajevo, SR Bosnia and Herzegovina, SFR Yugoslavia",,,Ivana Cerić ​,2022-01-01,,1.0,0.0,3.0,0.0,,,,,,,,0,M,60.0,59.0,,,,,1.0,,3,"musician, writers, singer",0,1,0,0,0,43.8562586,18.4130763,,,
Davor Sučić,1961-06-07,"Sarajevo, PR Bosnia and Herzegovina, Yugoslavia",,,Saša Midžor Sučić ​,2003-01-01,,1.0,0.0,3.0,0.0,,,,,,,,0,M,62.0,42.0,,,,,20.0,,3,"musician, writers, singer",0,1,0,0,0,43.8562586,18.4130763,,,
Francisco Buarque de Hollanda,1944-06-19,"Rio de Janeiro, Brazil",,,Marieta Severo​ ​,1966-01-01,1999-01-01,2.0,1.0,3.0,0.0,1946-11-02,"Rio de Janeiro, Brazil",,,3.0,2.0,3.0,0,M,79.0,22.0,55.0,77.0,20.0,53.0,33.0,2.0,3,"musician, writers, singer",0,1,1,0,0,-22.9068467,-43.1728965,-22.9068467,-43.1728965,0.0
Marcelo Camelo,1978-02-04,"Rio de Janeiro, Brazil",,,Mallu Magalhães ​,2012-01-01,,1.0,0.0,,0.0,,,,,,,,0,M,45.0,34.0,,,,,11.0,,3,"musician, writers, singer",0,1,0,0,0,-22.9068467,-43.1728965,,,
Luiz Carlos Leão Duarte Júnior,1978-06-16,"Santos, São Paulo, Brazil",2013-09-09,"São Paulo, São Paulo, Brazil",Nicole Mecatti,2012-01-01,,1.0,0.0,2.0,0.0,,,,,,,,0,M,35.0,34.0,,,,,1.0,,3,"musician, writers, singer",0,1,0,1,0,-23.9592201,-46.3317787,,,
Alexandre Magno Abrão,1970-04-09,"São Paulo, Brazil",2013-03-06,"São Paulo, Brazil",Thaís Lima,2003-01-01,2011-01-01,1.0,1.0,1.0,0.0,,,,,,,,0,M,43.0,33.0,41.0,,,,8.0,,3,"musician, writers, singer",0,1,1,1,0,-23.5557714,-46.6395571,,,
Thiago Neves Fragoso,1981-11-01,"Rio de Janeiro, Brazil",,,Mariana Vaz ​,2005-01-01,,1.0,0.0,2.0,0.0,,,,,,,,0,M,42.0,24.0,,,,,18.0,,3,"musician, writers, singer",0,1,0,0,0,-22.9068467,-43.1728965,,,
Guilherme Aparecido Dantas,1992-11-10,"Osasco, São Paulo, Brazil",,,Lexa ​,2018-01-01,,1.0,0.0,,0.0,,,,,,,,0,M,31.0,26.0,,,,,5.0,,3,"musician, writers, singer",0,1,0,0,0,-23.533385,-46.7914568,,,
Luiz Maurício Pragana dos Santos,1953-05-04,"Rio de Janeiro, Brazil",,,Scarlet Moon de Chevalier​ ​,1978-01-01,2006-01-01,2.0,1.0,,0.0,1950-09-12,"Rio de Janeiro, Brazil",2013-06-05,"Rio de Janeiro, Brazil",1.0,1.0,,0,M,70.0,25.0,53.0,63.0,28.0,56.0,28.0,3.0,3,"musician, writers, singer",0,1,1,0,1,-22.9068467,-43.1728965,-22.9068467,-43.1728965,0.0
Caetano Emanuel Viana Teles Veloso,1942-08-07,"Santo Amaro, Bahia, Brazil",,,Andrea Gadelha​ ​,1967-01-01,1983-01-01,2.0,2.0,4.0,0.0,,,,,,,,0,M,81.0,25.0,41.0,,,,16.0,,3,"musician, writers, singer",0,1,1,0,0,-12.5464232,-38.7109476,,,
José Felipe Rocha Costa,1998-04-21,"Goiânia, Goiás, Brazil",,,Virginia Fonseca ​,2021-01-01,,1.0,0.0,2.0,0.0,,,,,,,,0,M,25.0,23.0,,,,,2.0,,3,"musician, writers, singer",0,1,0,0,0,-16.6868912,-49.2647943,,,
George Paul Blagden,1989-12-28,"London, England",,,Laura Pitt-Pulford ​,2019-01-01,,1.0,0.0,1.0,0.0,,,,,,,,0,M,34.0,30.0,,,,,4.0,,3,"musician, writers, singer",0,1,0,0,0,51.5072178,-0.1275862,,,
Benjamin Clementine,1988-12-07,,,,Flo Morrissey ​,2018-01-01,,1.0,0.0,2.0,0.0,,,,,,,,0,M,35.0,30.0,,,,,5.0,,3,"musician, writers, singer",0,1,0,0,0,,,,,
Gerald Arthur James,1936-02-24,"Brixton, London, England",,,Renee Bergman ​,1963-01-01,,1.0,0.0,2.0,0.0,,,,,,,,0,M,87.0,27.0,,,,,60.0,,3,"musician, writers, singer",0,1,0,0,0,51.4612794,-0.1156148,,,
Christopher John Davison,1948-10-15,"Venado Tuerto, Santa Fe Province, Argentina",,,Diane Davison ​,1977-01-01,,1.0,0.0,3.0,0.0,,,,,,,,0,M,75.0,29.0,,,,,46.0,,3,"musician, writers, singer",0,1,0,0,0,-33.7455566,-61.9690161,,,
Gideon Emery,1972-09-12,"Windsor, England, U.K.",,,Autumn Withers ​,2014-01-01,,1.0,0.0,1.0,0.0,,,,,1.0,0.0,1.0,1,M,51.0,42.0,,,,,9.0,,3,"musician, writers, singer",0,1,0,0,0,51.48034209999999,-0.6157136999999999,,,
Ronald Edwards,1933-05-22,"Crumpsall, Manchester, Lancashire, England",2003-08-02,"Rochdale, Greater Manchester England",Mary Heywood​ ​,1955-01-01,1972-01-01,2.0,1.0,,0.0,,,,,,,,0,M,70.0,22.0,39.0,,,,17.0,,3,"musician, writers, singer",0,1,1,1,0,53.5196352,-2.2399744,,,
Chesney Lee Hawkes,1971-09-22,"Windsor, Berkshire, England",,,Kristina Hawkes ​,1997-01-01,,1.0,0.0,3.0,0.0,,,,,,,,0,M,52.0,26.0,,,,,26.0,,3,"musician, writers, singer",0,1,0,0,0,51.48034209999999,-0.6157136999999999,,,
Arnold George Dorsey,1936-05-02,"Madras, British Raj (now India)",,,Patricia Healey​ ​,1964-01-01,,1.0,0.0,4.0,1.0,,,,,,,,0,M,87.0,28.0,,,,,,,3,"musician, writers, singer",0,1,0,0,0,13.0826802,80.2707184,,,
Sean Maguire,1976-04-18,"Ilford, London, England",,,Tanya Flynn ​,2012-01-01,,1.0,0.0,3.0,0.0,,,,,,,,0,M,47.0,36.0,,,,,11.0,,3,"musician, writers, singer",0,1,0,0,0,51.58861210000001,0.08239819999999999,,,
Matthew Murphy,1984-07-23,"Liverpool, England",,,Akemi Topel​ ​,2017-01-01,,1.0,0.0,2.0,0.0,,,,,,,,0,M,39.0,33.0,,,,,6.0,,3,"musician, writers, singer",0,1,0,0,0,53.4083714,-2.9915726,,,
Desmond Bernard O'Connor,1932-01-12,"Stepney, London, England",2020-11-14,"Buckinghamshire, England",Phyllis Gill​ ​,1953-01-01,1959-01-01,4.0,3.0,5.0,0.0,,,,,,,,0,M,88.0,21.0,27.0,,,,6.0,,3,"musician, writers, singer",0,1,1,1,0,51.5222254,-0.0491574,,,
Julian Mark Ovenden,1976-11-29,"Sheffield, South Yorkshire, England",,,Kate Royal ​,2010-01-01,,1.0,0.0,2.0,0.0,,,,,,,,0,M,47.0,34.0,,,,,13.0,,3,"musician, writers, singer",0,1,0,0,0,53.38112899999999,-1.470085,,,
Halil Özşan,1976-10-26,"Famagusta, Cyprus",,,Ashley Kucich​ ​,2020-01-01,2021-01-01,1.0,1.0,,0.0,,,,,,,,0,M,47.0,44.0,45.0,,,,1.0,,3,"musician, writers, singer",0,1,1,0,0,35.1149116,33.919245,,,
Jonathan Picking,1975-05-17,"Doncaster, South Yorkshire, England",,,Sarah Darling ​,2007-01-01,,1.0,0.0,2.0,0.0,,,,,,,,0,M,48.0,32.0,,,,,16.0,,3,"musician, writers, singer",0,1,0,0,0,53.52282,-1.128462,,,
Sam Riley,1980-01-08,"Menston, Bradford, West Yorkshire, England",,,Alexandra Maria Plătăreanu,2009-01-01,,1.0,0.0,1.0,0.0,1978-11-12,"Bucharest, Romania",,,1.0,0.0,1.0,1,M,43.0,29.0,,45.0,31.0,,14.0,2.0,3,"musician, writers, singer",1,1,0,0,0,53.889701,-1.737277,44.4267674,26.1025384,2261.11629939024
James Anthony Sturgess,1978-05-16,"Wandsworth, London, England",,,Dina Mousawi ​,2019-01-01,,1.0,0.0,1.0,0.0,1978-11-30,"Bradford, West Yorkshire, England",,,1.0,0.0,1.0,0,M,45.0,41.0,,45.0,41.0,,4.0,0.0,3,"musician, writers, singer",0,1,0,0,0,51.45837299999999,-0.1891356,53.7937996,-1.7563583,280.38840325998467
Kyaw Phyo Tun,1986-01-13,"Myeik, Tanintharyi Division, Myanmar",,,Cindy​ ​,2006-01-01,2012-01-01,2.0,1.0,,0.0,,,,,,,,0,M,37.0,20.0,26.0,,,,6.0,,3,"musician, writers, singer",0,1,1,0,0,12.4492291,98.62706279999999,,,
Adam Wade Gontier,1978-05-25,"Peterborough, Ontario, Canada",,,Naomi Faith Brewer​ ​,2004-01-01,2013-01-01,2.0,1.0,2.0,0.0,,,,,,,,0,M,45.0,26.0,35.0,,,,9.0,,3,"musician, writers, singer",0,1,1,0,0,44.3047061,-78.3199606,,,
Chad Robert Turton,1974-11-15,"Hanna, Alberta, Canada",,,Avril Ramona Lavigne,2013-01-01,2015-01-01,1.0,1.0,,0.0,1984-09-27,"Belleville, Ontario, Canada",,,2.0,2.0,,0,M,49.0,39.0,41.0,39.0,29.0,31.0,2.0,10.0,3,"musician, writers, singer",1,1,1,0,0,51.6442555,-111.9258289,44.1627589,-77.3832315,2677.078141783245
Frederick Ralph Cornelius Penner,1946-11-06,"Winnipeg, Manitoba, Canada",,,Odette Heyn​ ​,1981-01-01,2011-01-01,2.0,1.0,,0.0,,,,,,,,0,M,77.0,35.0,65.0,,,,30.0,,3,"musician, writers, singer",0,1,1,0,0,49.8954221,-97.1385145,,,
George Beverly Shea,1909-02-01,"Winchester, Ontario, Canada",2013-04-16,"Montreat, North Carolina, U.S.",Erma L. Scharfe​ ​,1934-01-01,,2.0,1.0,2.0,1.0,,,,,,,,0,M,104.0,25.0,,,,,,,3,"musician, writers, singer",0,1,1,1,0,45.0929973,-75.3537446,,,
Rufus McGarrigle Wainwright,1973-07-22,"Rhinebeck, New York, U.S.",,,Jörn Weisbrodt ​,2012-01-01,,1.0,0.0,1.0,0.0,1973-01-26,"Hamburg, West Germany(now Germany)",,,1.0,0.0,1.0,1,M,50.0,39.0,,50.0,39.0,,11.0,0.0,3,"musician, writers, singer",0,1,0,0,0,41.9318294,-73.90743719999999,53.5809523,9.967582499999999,6027.532338968233
Neil Percival Young,1945-11-12,"Toronto, Ontario, Canada",,,Susan Acevedo​ ​,1968-01-01,1970-01-01,3.0,3.0,3.0,0.0,,,,,,,,0,M,78.0,23.0,25.0,,,,2.0,,3,"musician, writers, singer",0,1,1,0,0,43.653226,-79.3831843,,,
Dou Wei,,"Beijing, China",,,Xia Lin,1996-01-01,1999-01-01,2.0,2.0,2.0,0.0,1969-08-08,"Dongcheng District, Beijing, China",,,2.0,2.0,2.0,1,M,,,,54.0,27.0,30.0,3.0,,3,"musician, writers, singer",1,1,1,0,0,39.904211,116.407395,39.9515199,116.40108,5.2879980930167045
Li Ronghao,1985-07-11,"Bengbu, Anhui, China",,,Rainie Yang ​,2019-01-01,,1.0,0.0,,0.0,1984-06-04,"Taipei, Taiwan",,,1.0,0.0,,1,M,38.0,34.0,,39.0,35.0,,4.0,1.0,3,"musician, writers, singer",0,1,0,0,0,32.9154799,117.38932,25.0329636,121.5654268,965.7947715042748
Tengger ,1960-01-15,"Otog Banner, Inner Mongolia, China",,,Hāsī Gāowá  ,1987-01-01,1995-01-01,1.0,1.0,2.0,0.0,,,,,,,,0,M,63.0,27.0,35.0,,,,8.0,,3,"musician, writers, singer",0,1,1,0,0,39.0898899,107.9776,,,
Wang Feng ,1971-06-29,"Beijing, China",,,Qi Dan,2003-01-01,2004-01-01,3.0,2.0,4.0,0.0,,,,,,,,0,M,52.0,32.0,33.0,,,,1.0,,3,"musician, writers, singer",0,1,1,0,0,39.904211,116.407395,,,
Joker Xue,1983-07-17,"Shanghai, China",,,Leixin Gao ​,2012-01-01,2015-01-01,2.0,1.0,3.0,0.0,,,,,,,,0,M,40.0,29.0,32.0,,,,3.0,,3,"musician, writers, singer",0,1,1,0,0,31.230416,121.473701,,,
Yu Kuizhi,1961-12-15,"Shenyang, Liaoning, China",,,Leung Yee Mai ​,1992-01-01,,1.0,0.0,1.0,0.0,,,,,,,,0,M,62.0,31.0,,,,,31.0,,3,"musician, writers, singer",0,1,0,0,0,41.804778,123.432968,,,
Camilo Echeverría,1994-03-16,"Medellín, Antioquia",,,Evaluna Mercedes Reglero Rodríguez,2020-01-01,,1.0,0.0,1.0,0.0,1997-08-07,"Caracas, Venezuela",,,1.0,0.0,1.0,1,M,29.0,26.0,,26.0,23.0,,3.0,3.0,3,"musician, writers, singer",1,1,0,0,0,6.2476376,-75.56581530000001,10.4805937,-66.90360629999999,1062.6275919898944
Joško Čagalj,1972-02-15,"Heilbronn, West Germany",,,Ana Čagalj ​,2006-01-01,,1.0,0.0,4.0,0.0,,,,,,,,0,M,51.0,34.0,,,,,17.0,,3,"musician, writers, singer",0,1,0,0,0,49.1426929,9.210879,,,
Anthony Cetinski,1969-05-31,"Pula, SR Croatia, SFR Yugoslavia",,,Antonela Butigan​ ​,1995-01-01,2000-01-01,3.0,2.0,2.0,0.0,,,,,,,,0,M,54.0,26.0,31.0,,,,5.0,,3,"musician, writers, singer",0,1,1,0,0,44.8666232,13.8495788,,,
Oliver Dragojević,1947-12-07,"Split, SR Croatia, SFR Yugoslavia",2018-07-29,"Split, Croatia",Vesna Dragojević ​,1974-01-01,,1.0,0.0,3.0,0.0,,,,,,,,0,M,71.0,27.0,,,,,44.0,,3,"musician, writers, singer",0,1,0,1,0,43.5147118,16.4435148,,,
Petar Grašo,1976-03-19,"Split, SR Croatia, SFR Yugoslavia",,,Hana Huljić ​,2022-01-01,,1.0,0.0,1.0,0.0,,,,,,,,0,M,47.0,46.0,,,,,1.0,,3,"musician, writers, singer",0,1,0,0,0,43.5147118,16.4435148,,,
Mate Kovač,1941-07-16,"Sebenico, Governorate of Dalmatia, Kingdom of Italy(now Šibenik, Croatia)",,,Ljubica Komadina ​,,,3.0,2.0,2.0,0.0,,,,,,,,0,M,82.0,,,,,,,,3,"musician, writers, singer",0,1,1,0,0,43.7350196,15.8952045,,,
Marko Perković,1966-10-27,"Čavoglave, SR Croatia, SFR Yugoslavia",,,Danijela Martinović​ ​,1995-01-01,1998-01-01,2.0,1.0,5.0,0.0,,,,,,,,0,M,57.0,29.0,32.0,,,,3.0,,3,"musician, writers, singer",0,1,1,0,0,43.7837816,16.3364297,,,
Massimo Moreno Savić,1962-06-06,"Pula, PR Croatia, FPR Yugoslavia",2022-12-23,"Zagreb, Croatia",Eni Kondić​ ​,1992-01-01,,1.0,0.0,1.0,0.0,,,,,,,,0,M,60.0,30.0,,,,,30.0,,3,"musician, writers, singer",0,1,0,1,0,44.8666232,13.8495788,,,
Vojtěch Dyk,1985-07-23,"Prague, Czechoslovakia",,,Tatiana Dyková ​,2019-01-01,,1.0,0.0,,0.0,,,,,,,,0,M,38.0,34.0,,,,,4.0,,3,"musician, writers, singer",0,1,0,0,0,50.0755381,14.4378005,,,
Juan Luis Guerra Seijas,1957-06-07,"Santo Domingo, Dominican Republic",,,Nora Clementina Altagracia Vega Rasuk ​ ​,1983-01-01,,1.0,0.0,2.0,0.0,,,,,,,,0,M,66.0,26.0,,,,,40.0,,3,"musician, writers, singer",0,1,0,0,0,18.4860575,-69.93121169999999,,,
Mozart La Para,,,,,Dalisa Alegría ​,2021-01-01,,1.0,0.0,,0.0,,,,,,,,0,M,,,,,,,2.0,,3,"musician, writers, singer",0,1,0,0,0,,,,,
Mohamed Abdel-Fatah Mohamed Abdulaziz Helal  محمد عبد الفتاح محمد عبد العزيز هلال,1980-03-20,"Faqous, Sharqia Governorate, Egypt",,,Asmaa Samih ​,2008-01-01,,1.0,0.0,2.0,0.0,,,,,,,,0,M,43.0,28.0,,,,,15.0,,3,"musician, writers, singer",0,1,0,0,0,30.7292723,31.7977797,,,
Douglas Errol Dreyfus Adecer,1999-12-20,"Bacolod, Philippines",,,Katrina Mercado ​,2021-01-01,,1.0,0.0,,0.0,,,,,,,,0,M,24.0,22.0,,,,,2.0,,3,"musician, writers, singer",0,1,0,0,0,10.6713397,122.9510716,,,
Jon Alvie Gutierrez,,,,,Jelai Andres​ ​,2018-01-01,2021-01-01,1.0,1.0,,0.0,,,,,,,,0,M,,,,,,,3.0,,3,"musician, writers, singer",0,1,1,0,0,,,,,
Alfonso Yanga Miranda Jr.,1976-02-07,"Manila, Philippines",,,Nerizza Garcia Presnede Naig-Miranda,2014-01-01,,1.0,0.0,,0.0,1983-09-07,"Quezon City, Philippines",,,1.0,0.0,2.0,0,M,47.0,38.0,,40.0,31.0,,9.0,7.0,3,"musician, writers, singer",1,1,0,0,0,14.5995124,120.9842195,14.6760413,121.0437003,10.647284076387702
Makisig Morales,,,,,Nicole Joson ​,2019-01-01,,1.0,0.0,,0.0,,,,,,,,0,M,,,,,,,4.0,,3,"musician, writers, singer",0,1,0,0,0,,,,,
Richard Edison Uy Yap,1967-05-18,"Cebu City, Philippines",,,Melody Yap ​,1993-01-01,,1.0,0.0,2.0,0.0,,,,,,,,0,M,56.0,26.0,,,,,30.0,,3,"musician, writers, singer",0,1,0,0,0,10.3156992,123.8854366,,,
Ysmael Yrastorza Yuzon,1983-11-22,"Manila, Philippines",,,Karylle ​,2014-01-01,,1.0,0.0,,0.0,,,,,,,,0,M,40.0,31.0,,,,,9.0,,3,"musician, writers, singer",0,1,0,0,0,14.5995124,120.9842195,,,
Bera Ivanishvili,1994-12-23,"Paris, France",,,Nanuka Gudavadze ​,2018-01-01,,1.0,0.0,1.0,0.0,,,,,,,,0,M,29.0,24.0,,,,,5.0,,3,"musician, writers, singer",0,1,0,0,0,48.856614,2.3522219,,,
